datatype,glanceid,name,tid,chain_tid,phys_group,events,files,status,timestamp,pr_id,campaign,ddm_erase_timestamp,vuid,grid_exec,se,file_size_mb
montecarlo,554,mc11_7TeV.107663.AlpgenJimmyZmumuNp3_pt20.merge.AOD.e835_s1299_s1300_r3043_r2993_tid645595_00,645595,645595,Physics,0,NULL,frozen,NULL,NULL,NULL,NULL,3d6da9ee-37b6-11e1-9d09-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107662.AlpgenJimmyZmumuNp2_pt20.merge.NTUP_SUSYRAZOR.e835_s1299_s1300_r3043_r2993_p935_tid767088_00,767088,767088,gr_Susy,0,NULL,group,NULL,NULL,NULL,NULL,d1ee2132-85ce-11e1-b3fc-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107685.AlpgenJimmyWenuNp5_pt20.merge.NTUP_TAU.e825_a131_s1353_a139_r2900_p1286_tid01067000_00,1067000,1067000,GP_Tau,0,NULL,deleted,NULL,NULL,NULL,NULL,c6d49b20-3585-11e2-8e67-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107691.AlpgenJimmyWmunuNp1_pt20.merge.NTUP_HSG2.e825_s1299_s1300_r3043_r2993_p1486_tid01248849_00,1248849,1248849,GP_Higgs,0,NULL,frozen,NULL,NULL,NULL,NULL,73d27a6a-b40a-11e2-b26e-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107664.AlpgenJimmyZmumuNp4_pt20.merge.NTUP_HSG5ZHLLU.e835_s1299_s1300_r3043_r2993_p955_tid756462_00,756462,756462,gr_Higgs,0,NULL,frozen,NULL,NULL,NULL,NULL,2089f59e-7e0b-11e1-87f9-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107671.AlpgenJimmyZtautauNp1_pt20.merge.NTUP_SMWENU.e835_s1299_s1300_r2920_r2900_p801_tid599494_00,599494,599494,gr_SM,0,NULL,deleted,NULL,NULL,NULL,NULL,ad78684a-1c23-11e1-a41e-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107682.AlpgenJimmyWenuNp2_pt20.evgen.EVNT.e825_tid430521_00,430521,430521,Top,0,NULL,frozen,NULL,NULL,NULL,NULL,b682632a-9d0a-11e0-a043-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107680.AlpgenJimmyWenuNp0_pt20.recon.log.e825_a131_s1353_a145_tid00883568_00,883568,883568,AP_SM,0,NULL,frozen,NULL,NULL,NULL,NULL,0c003fb8-bc93-11e1-98e1-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107680.AlpgenJimmyWenuNp0_pt20.merge.NTUP_SUSY34LEP.e825_s1299_s1300_r3043_r2993_p935_tid766983_00,766983,766983,gr_Susy,0,NULL,group,NULL,NULL,NULL,NULL,7fe7444a-85ce-11e1-b3fc-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107703.AlpgenJimmyWtaunuNp3_pt20.merge.NTUP_SMLIGHT.e835_s1299_s1300_r3043_r2993_p1248_tid01016066_00,1016066,1016066,GP_SM,0,NULL,frozen,NULL,NULL,NULL,NULL,d34d1282-1e3e-11e2-94da-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107663.AlpgenJimmyZmumuNp3_pt20.simul.log.e835_s1299_tid626554_00,626554,626554,SM,0,NULL,deleted,NULL,NULL,NULL,NULL,a7deb982-2d0a-11e1-90ff-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107694.AlpgenJimmyWmunuNp4_pt20.recon.log.e825_s1299_s1300_r2920_tid583782_00,583782,583782,Physics,0,NULL,frozen,NULL,NULL,NULL,NULL,d4ca8418-0d2e-11e1-b0a8-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107692.AlpgenJimmyWmunuNp2_pt20.simul.log.e825_s1280_tid470616_05,470616,470616,Top,0,NULL,deleted,NULL,NULL,NULL,NULL,1923f0de-b7d2-11e0-8add-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107675.AlpgenJimmyZtautauNp5_pt20.merge.NTUP_HSG2.e835_s1299_s1300_r3043_r2993_p1486_tid01248828_00,1248828,1248828,GP_Higgs,0,NULL,frozen,NULL,NULL,NULL,NULL,7bbfaeb4-b40a-11e2-b26e-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107702.AlpgenJimmyWtaunuNp2_pt20.merge.NTUP_SUSY01LEP.e835_s1299_s1300_r2920_r2900_p832_tid609700_00,609700,609700,gr_Susy,0,NULL,frozen,NULL,NULL,NULL,NULL,2aa1a9de-2670-11e1-8693-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107654.AlpgenJimmyZeeNp4_pt20.merge.log.e835_s1299_s1300_r2730_r2700_p833_tid620201_00,620201,620201,gr_SM,0,NULL,deleted,NULL,NULL,NULL,NULL,fe3777a2-2b01-11e1-bf2c-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107691.AlpgenJimmyWmunuNp1_pt20.merge.log.e825_a131_s1353_a145_p833_tid00810083_00,810083,810083,gr_SM,0,NULL,deleted,NULL,NULL,NULL,NULL,e2af0f68-97ee-11e1-a100-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107681.AlpgenJimmyWenuNp1_pt20.merge.log.e825_a131_s1353_a145_r2993_tid00883598_00,883598,883598,AP_SM,0,NULL,frozen,NULL,NULL,NULL,NULL,00490560-bc93-11e1-98e1-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.105985.WW_Herwig.merge.log.e825_s1310_s1300_r2730_r2780_tid541607_00,541607,541607,SM,0,NULL,frozen,NULL,NULL,NULL,NULL,47275938-f7bc-11e0-be28-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107653.AlpgenJimmyZeeNp3_pt20.merge.NTUP_TOP.e835_s1299_s1300_r2920_r2900_p834_tid609828_00,609828,609828,gr_Top,0,NULL,frozen,NULL,NULL,NULL,NULL,992289ea-2680-11e1-9f93-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107673.AlpgenJimmyZtautauNp3_pt20.merge.NTUP_SUSYBOOST.e835_s1299_s1300_r3043_r2993_p935_tid767105_00,767105,767105,gr_Susy,0,NULL,group,NULL,NULL,NULL,NULL,2e40d7c8-85ce-11e1-b3fc-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107661.AlpgenJimmyZmumuNp1_pt20.recon.AOD.e835_s1299_s1300_r2920_tid582217_00,582217,582217,Higgs,0,NULL,deleted,NULL,NULL,NULL,NULL,316f4606-0c4c-11e1-8c11-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107701.AlpgenJimmyWtaunuNp1_pt20.merge.log.e835_s1299_s1300_r3043_r2993_p1248_tid01016064_00,1016064,1016064,GP_SM,0,NULL,frozen,NULL,NULL,NULL,NULL,d40919a0-1e3e-11e2-94da-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107681.AlpgenJimmyWenuNp1_pt20.merge.log.e825_s1299_s1300_r3043_r2993_p833_tid762305_00,762305,762305,gr_SM,0,NULL,frozen,NULL,NULL,NULL,NULL,69d49780-83de-11e1-9796-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107671.AlpgenJimmyZtautauNp1_pt20.merge.HITS.e835_a131_s1353_tid581195_00,581195,581195,Top,0,NULL,deleted,NULL,NULL,NULL,NULL,fe0e08da-0983-11e1-aee9-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107674.AlpgenJimmyZtautauNp4_pt20.merge.NTUP_HSG2.e835_s1299_s1300_r3043_r2993_p1225_tid01009878_00,1009878,1009878,GP_Higgs,0,NULL,deleted,NULL,NULL,NULL,NULL,17096534-194e-11e2-a4c9-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.105860.TTbar_PowHeg_Jimmy.merge.log.e1105_a131_s1353_tid730651_00,730651,730651,Top,0,NULL,deleted,NULL,NULL,NULL,NULL,e3836828-60ce-11e1-87bd-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107690.AlpgenJimmyWmunuNp0_pt20.simul.log.e825_s1299_tid741607_05,741607,741607,SM,0,NULL,deleted,NULL,NULL,NULL,NULL,1dbe5140-6fc7-11e1-8aee-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107653.AlpgenJimmyZeeNp3_pt20.merge.NTUP_SUSY.e835_s1299_s1300_r2730_r2700_p756_tid537156_00,537156,537156,gr_Susy,0,NULL,frozen,NULL,NULL,NULL,NULL,67eadb8a-f583-11e0-acc6-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107655.AlpgenJimmyZeeNp5_pt20.merge.log.e835_s1299_s1300_r2920_r2900_p832_tid610211_00,610211,610211,gr_JetMet,0,NULL,frozen,NULL,NULL,NULL,NULL,ed55d0ee-2680-11e1-9f93-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107674.AlpgenJimmyZtautauNp4_pt20.recon.AOD.e835_s1299_s1300_r2820_tid577798_00,577798,577798,Higgs,0,NULL,deleted,NULL,NULL,NULL,NULL,71b46440-04d5-11e1-ac58-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107682.AlpgenJimmyWenuNp2_pt20.recon.log.e1815_a131_s1353_a145_tid01204104_00,1204104,1204104,AP_SM,0,NULL,frozen,NULL,NULL,NULL,NULL,4d229dac-77a9-11e2-a0f7-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107682.AlpgenJimmyWenuNp2_pt20.simul.log.e1815_a131_tid01204069_00,1204069,1204069,AP_SM,0,NULL,deleted,NULL,NULL,NULL,NULL,5b31e470-77a9-11e2-a0f7-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107674.AlpgenJimmyZtautauNp4_pt20.merge.NTUP_TOP.e835_a131_s1353_a139_r2900_p834_tid653760_00,653760,653760,gr_Top,0,NULL,frozen,NULL,NULL,NULL,NULL,c477c1fe-3ba8-11e1-b0df-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.105985.WW_Herwig.merge.AOD.e825_s1310_s1300_r3035_r2993_tid605899_00,605899,605899,JetEtMiss,0,NULL,deleted,NULL,NULL,NULL,NULL,e3220062-2274-11e1-bd69-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107680.AlpgenJimmyWenuNp0_pt20.recon.AOD.e825_a131_s1353_a145_tid01188890_00,1188890,1188890,AP_SM,0,NULL,deleted,NULL,NULL,NULL,NULL,957ca4c4-68c4-11e2-9dc4-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107661.AlpgenJimmyZmumuNp1_pt20.recon.ESD.e835_s1299_s1300_r3043_tid645089_00,645089,645089,Physics,0,NULL,group,NULL,NULL,NULL,NULL,95ae7c32-37b6-11e1-9d09-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107705.AlpgenJimmyWtaunuNp5_pt20.merge.NTUP_TOP.e835_s1299_s1300_r2730_r2700_p822_tid603497_00,603497,603497,gr_Top,0,NULL,frozen,NULL,NULL,NULL,NULL,ab31fb72-1fb7-11e1-a6d0-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107655.AlpgenJimmyZeeNp5_pt20.merge.log.e835_s1299_s1300_r3043_r2993_t84_tid754387_00,754387,754387,SM,0,NULL,frozen,NULL,NULL,NULL,NULL,5aef2d8a-7b86-11e1-8939-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107691.AlpgenJimmyWmunuNp1_pt20.merge.NTUP_HSG2.e825_s1299_s1300_r3043_r2993_p1254_tid01013859_00,1013859,1013859,GP_Higgs,0,NULL,frozen,NULL,NULL,NULL,NULL,1bd4d5d0-1c7d-11e2-9ff7-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.108346.st_Wt_McAtNlo_Jimmy.merge.log.e835_s1310_s1300_r3043_r2993_p937_tid758530_00,758530,758530,gr_Top,0,NULL,frozen,NULL,NULL,NULL,NULL,2b77fc2c-81fc-11e1-ad63-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107654.AlpgenJimmyZeeNp4_pt20.simul.log.e835_s1372_tid625772_00,625772,625772,SM,0,NULL,deleted,NULL,NULL,NULL,NULL,b04e747e-2bff-11e1-9373-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107682.AlpgenJimmyWenuNp2_pt20.merge.NTUP_TAUSMALL.e825_s1299_s1300_r2730_r2780_p787_tid584503_00,584503,584503,gr_Tau,0,NULL,frozen,NULL,NULL,NULL,NULL,a6c9ab40-0def-11e1-8c17-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107654.AlpgenJimmyZeeNp4_pt20.merge.log.e835_s1299_s1300_r3043_r2993_p1225_tid01009848_00,1009848,1009848,GP_Higgs,0,NULL,deleted,NULL,NULL,NULL,NULL,23f7dfb4-194e-11e2-a4c9-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107662.AlpgenJimmyZmumuNp2_pt20.merge.log.e835_s1299_s1300_r3043_r2993_p1248_tid01016140_00,1016140,1016140,GP_SM,0,NULL,frozen,NULL,NULL,NULL,NULL,b131a2f8-1e3e-11e2-94da-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107651.AlpgenJimmyZeeNp1_pt20.merge.NTUP_TOP.e835_a131_s1353_a145_r2993_p937_tid758410_00,758410,758410,gr_Top,0,NULL,frozen,NULL,NULL,NULL,NULL,3ad256ca-81fe-11e1-ad63-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107702.AlpgenJimmyWtaunuNp2_pt20.recon.AOD.e835_s1299_s1300_r2673_tid505086_00,505086,505086,Top,0,NULL,deleted,NULL,NULL,NULL,NULL,de681680-d57e-11e0-9008-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107704.AlpgenJimmyWtaunuNp4_pt20.merge.log.e835_s1299_s1300_r2920_r2900_p833_tid620792_00,620792,620792,gr_SM,0,NULL,deleted,NULL,NULL,NULL,NULL,c66359b2-2b02-11e1-bf2c-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107705.AlpgenJimmyWtaunuNp5_pt20.merge.log.e835_s1299_s1300_r2730_r2700_p845_tid623860_00,623860,623860,gr_Tau,0,NULL,deleted,NULL,NULL,NULL,NULL,437f8722-2ad6-11e1-b7c4-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107694.AlpgenJimmyWmunuNp4_pt20.recon.log.e825_s1299_s1300_r3043_tid645072_00,645072,645072,Physics,0,NULL,frozen,NULL,NULL,NULL,NULL,0fe3d548-37b6-11e1-9d09-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107681.AlpgenJimmyWenuNp1_pt20.merge.NTUP_SMWZ.e825_a131_s1353_a145_r2993_p1035_tid01211392_00,1211392,1211392,GP_Higgs,0,NULL,frozen,NULL,NULL,NULL,NULL,0c7e2880-8108-11e2-be81-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.105985.WW_Herwig.merge.log.e825_s1310_s1300_r2730_r2700_p756_tid537131_00,537131,537131,gr_Susy,0,NULL,frozen,NULL,NULL,NULL,NULL,36ac937a-f573-11e0-b386-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107684.AlpgenJimmyWenuNp4_pt20.merge.AOD.e825_a131_s1353_a139_r2900_tid600636_00,600636,600636,Top,0,NULL,frozen,NULL,NULL,NULL,NULL,36e7201c-1f4e-11e1-bc74-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107683.AlpgenJimmyWenuNp3_pt20.recon.log.e1332_a131_s1353_a145_tid00868581_00,868581,868581,AP_SM,0,NULL,deleted,NULL,NULL,NULL,NULL,d1e2c90e-ba3f-11e1-9fab-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107681.AlpgenJimmyWenuNp1_pt20.merge.NTUP_HSG2.e825_s1299_s1300_r3043_r2993_p869_tid676294_00,676294,676294,gr_Higgs,0,NULL,frozen,NULL,NULL,NULL,NULL,dc635ada-45f8-11e1-ad3f-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.105985.WW_Herwig.recon.AOD.e825_s1310_s1300_r2920_tid583711_00,583711,583711,SM,0,NULL,deleted,NULL,NULL,NULL,NULL,a1684b64-0d2e-11e1-b0a8-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107694.AlpgenJimmyWmunuNp4_pt20.merge.HITS.e825_s1280_s1274_tid473361_00,473361,473361,Top,0,NULL,deleted,NULL,NULL,NULL,NULL,2a64ed5e-b871-11e0-b872-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107665.AlpgenJimmyZmumuNp5_pt20.merge.NTUP_TAUSMALL.e835_s1299_s1300_r2920_r2900_p795_tid593505_00,593505,593505,gr_Tau,0,NULL,frozen,NULL,NULL,NULL,NULL,0265712a-15c3-11e1-bd1d-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107664.AlpgenJimmyZmumuNp4_pt20.merge.log.e835_s1299_s1300_r3043_r2993_p956_tid756517_00,756517,756517,gr_Higgs,0,NULL,frozen,NULL,NULL,NULL,NULL,ed8f6f80-7e2c-11e1-8c1b-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107663.AlpgenJimmyZmumuNp3_pt20.merge.NTUP_SMWENU.e835_s1299_s1300_r3043_r2993_p1035_tid00813113_00,813113,813113,gr_SM,0,NULL,frozen,NULL,NULL,NULL,NULL,8391c220-987d-11e1-9be1-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107671.AlpgenJimmyZtautauNp1_pt20.merge.log.e835_s1299_s1300_r3043_r2993_p955_tid752581_00,752581,752581,gr_Higgs,0,NULL,deleted,NULL,NULL,NULL,NULL,112435b0-7a82-11e1-98aa-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107685.AlpgenJimmyWenuNp5_pt20.merge.NTUP_SUSY.e825_a131_s1353_a139_r2900_p832_tid676455_00,676455,676455,gr_Susy,0,NULL,frozen,NULL,NULL,NULL,NULL,ebba3b88-45f9-11e1-ad3f-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107682.AlpgenJimmyWenuNp2_pt20.recon.log.e1332_a131_s1353_a145_tid00868580_00,868580,868580,AP_SM,0,NULL,deleted,NULL,NULL,NULL,NULL,d2322af8-ba3f-11e1-9fab-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107702.AlpgenJimmyWtaunuNp2_pt20.merge.NTUP_SMWZ.e835_s1299_s1300_r2920_r2900_p833_tid620790_00,620790,620790,gr_SM,0,NULL,deleted,NULL,NULL,NULL,NULL,c40fc4c0-2b02-11e1-bf2c-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107684.AlpgenJimmyWenuNp4_pt20.merge.log.e825_a131_s1353_a139_r2900_p834_tid653773_00,653773,653773,gr_Top,0,NULL,frozen,NULL,NULL,NULL,NULL,d1a86af4-3ba8-11e1-b0df-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107674.AlpgenJimmyZtautauNp4_pt20.merge.log.e835_s1299_s1300_r2730_r2700_p833_tid620213_00,620213,620213,gr_SM,0,NULL,deleted,NULL,NULL,NULL,NULL,0b4e8c00-2b02-11e1-bf2c-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107703.AlpgenJimmyWtaunuNp3_pt20.merge.log.e835_s1299_s1300_r3043_r2993_p1254_tid01013868_00,1013868,1013868,GP_Higgs,0,NULL,frozen,NULL,NULL,NULL,NULL,184b37f6-1c7d-11e2-9ff7-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107671.AlpgenJimmyZtautauNp1_pt20.merge.log.e835_s1299_s1300_tid495292_00,495292,495292,Top,0,NULL,frozen,NULL,NULL,NULL,NULL,7b02d954-c809-11e0-82e3-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107690.AlpgenJimmyWmunuNp0_pt20.merge.NTUP_TOP.e825_s1299_s1300_r3043_r2993_p937_tid01487368_00,1487368,1487368,GP_Top,0,NULL,frozen,NULL,NULL,NULL,NULL,70fd3a4a-f910-11e3-863f-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107702.AlpgenJimmyWtaunuNp2_pt20.merge.NTUP_TAUMEDIUM.e835_s1299_s1300_r2730_r2780_p845_tid623856_00,623856,623856,gr_Tau,0,NULL,deleted,NULL,NULL,NULL,NULL,3ed96c4c-2ad6-11e1-b7c4-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107675.AlpgenJimmyZtautauNp5_pt20.merge.log.e835_s1299_s1300_r2820_r2872_tid577901_00,577901,577901,Higgs,0,NULL,frozen,NULL,NULL,NULL,NULL,de72aa4e-04dd-11e1-bcdd-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107651.AlpgenJimmyZeeNp1_pt20.merge.NTUP_TOPBOOST.e835_a131_s1353_a139_r2900_p841_tid662047_00,662047,662047,gr_Exotics,0,NULL,deleted,NULL,NULL,NULL,NULL,0fbc56e0-412e-11e1-add9-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107704.AlpgenJimmyWtaunuNp4_pt20.merge.log.e835_a131_s1353_a139_r2900_p834_tid653803_00,653803,653803,gr_Top,0,NULL,frozen,NULL,NULL,NULL,NULL,329f8628-3ba7-11e1-b0df-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107674.AlpgenJimmyZtautauNp4_pt20.merge.AOD.e835_s1299_s1300_r2920_r2900_tid582339_00,582339,582339,Higgs,0,NULL,frozen,NULL,NULL,NULL,NULL,fa18a774-0c4b-11e1-8c11-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107681.AlpgenJimmyWenuNp1_pt20.merge.NTUP_TAUSMALL.e825_s1299_s1300_r2730_r2700_p795_tid590562_00,590562,590562,gr_Tau,0,NULL,frozen,NULL,NULL,NULL,NULL,6eedde4e-117d-11e1-b6db-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107654.AlpgenJimmyZeeNp4_pt20.merge.NTUP_TOP.e835_a131_s1353_a141_r2900_p834_tid609836_00,609836,609836,gr_Top,0,NULL,frozen,NULL,NULL,NULL,NULL,9ed42b1e-2680-11e1-9f93-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107663.AlpgenJimmyZmumuNp3_pt20.merge.NTUP_TOP.e835_a131_s1353_a139_r2900_p822_tid603675_00,603675,603675,gr_Top,0,NULL,frozen,NULL,NULL,NULL,NULL,614fbc96-1fb8-11e1-a6d0-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107690.AlpgenJimmyWmunuNp0_pt20.recon.log.e825_a131_s1353_a145_tid01188868_00,1188868,1188868,AP_SM,0,NULL,frozen,NULL,NULL,NULL,NULL,9e568b6e-68c4-11e2-9dc4-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107702.AlpgenJimmyWtaunuNp2_pt20.simul.HITS.e835_s1280_tid470621_04,470621,470621,Top,0,NULL,deleted,NULL,NULL,NULL,NULL,21a0342a-b7d2-11e0-8add-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107692.AlpgenJimmyWmunuNp2_pt20.merge.HITS.e1815_a131_s1353_tid01204082_00,1204082,1204082,AP_SM,0,NULL,deleted,NULL,NULL,NULL,NULL,55f47590-77a9-11e2-a0f7-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107663.AlpgenJimmyZmumuNp3_pt20.merge.AOD.e835_a131_s1353_a141_r2900_tid596837_00,596837,596837,SM,0,NULL,frozen,NULL,NULL,NULL,NULL,2f17e256-18ad-11e1-81e8-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107675.AlpgenJimmyZtautauNp5_pt20.merge.NTUP_SMWZ.e835_s1299_s1300_r3043_r2993_p1035_tid00813070_00,813070,813070,gr_SM,0,NULL,frozen,NULL,NULL,NULL,NULL,9e3b04ce-987d-11e1-9be1-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107652.AlpgenJimmyZeeNp2_pt20.merge.NTUP_SMWENU.e835_s1299_s1300_r3043_r2993_p1035_tid00813046_00,813046,813046,gr_SM,0,NULL,frozen,NULL,NULL,NULL,NULL,acb65dd2-987d-11e1-9be1-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107665.AlpgenJimmyZmumuNp5_pt20.merge.NTUP_HSG2.e835_s1299_s1300_r3043_r2993_p1254_tid01013781_00,1013781,1013781,GP_Higgs,0,NULL,frozen,NULL,NULL,NULL,NULL,36f8c06a-1c7d-11e2-9ff7-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107672.AlpgenJimmyZtautauNp2_pt20.merge.log.e835_s1299_s1300_r2920_r2900_tid582334_00,582334,582334,Higgs,0,NULL,frozen,NULL,NULL,NULL,NULL,f782b02c-0c4b-11e1-8c11-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107703.AlpgenJimmyWtaunuNp3_pt20.merge.log.e835_s1299_s1300_r2920_r2900_tid584216_00,584216,584216,Physics,0,NULL,frozen,NULL,NULL,NULL,NULL,4409223a-0d7a-11e1-b548-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107694.AlpgenJimmyWmunuNp4_pt20.merge.NTUP_TAU.e825_a131_s1353_a145_r2993_p1286_tid01067303_00,1067303,1067303,GP_Tau,0,NULL,deleted,NULL,NULL,NULL,NULL,3ae24040-3657-11e2-8fe1-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107695.AlpgenJimmyWmunuNp5_pt20.merge.NTUP_SMWZ.e825_a131_s1353_a133_r2780_p801_tid591444_00,591444,591444,gr_SM,0,NULL,deleted,NULL,NULL,NULL,NULL,482d2816-13dd-11e1-b988-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107650.AlpgenJimmyZeeNp0_pt20.merge.log.e835_s1299_s1300_r2730_r2780_p801_tid591398_00,591398,591398,gr_SM,0,NULL,deleted,NULL,NULL,NULL,NULL,f2d31c7c-13dc-11e1-b988-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107680.AlpgenJimmyWenuNp0_pt20.merge.AOD.e825_a131_s1353_a139_r2900_tid650401_00,650401,650401,Top,0,NULL,frozen,NULL,NULL,NULL,NULL,e907313a-3ae0-11e1-b0d8-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107700.AlpgenJimmyWtaunuNp0_pt20.merge.NTUP_TOP.e835_s1299_s1300_r2920_r2900_p822_tid603712_00,603712,603712,gr_Top,0,NULL,frozen,NULL,NULL,NULL,NULL,7aab6032-1fb8-11e1-a6d0-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107654.AlpgenJimmyZeeNp4_pt20.merge.log.e835_a131_s1353_a141_r2900_p834_tid609837_00,609837,609837,gr_Top,0,NULL,frozen,NULL,NULL,NULL,NULL,9ff63bd6-2680-11e1-9f93-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107652.AlpgenJimmyZeeNp2_pt20.merge.NTUP_HSG2.e835_s1299_s1300_r3043_r2993_p1054_tid00822484_00,822484,822484,GP_Higgs,0,NULL,frozen,NULL,NULL,NULL,NULL,f9064132-9e06-11e1-bfa3-00155dff097a,panda,unknown,0
montecarlo,554,mc11_7TeV.107680.AlpgenJimmyWenuNp0_pt20.merge.AOD.e825_a131_s1353_a145_r2993_tid01188954_00,1188954,1188954,AP_SM,0,NULL,frozen,NULL,NULL,NULL,NULL,7eb82768-68c4-11e2-9dc4-00155dff097a,panda,unknown,0
